imageId,image_file,question,answer,fullAnswer,blip_response
n489190,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n489190.png,What is the color of the helmet the skateboarder is wearing?,black,The helmet is black.,black
n429883,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n429883.png,What color is that suit?,black,The suit is black.,black
n234722,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n234722.png,What kind of furniture isn't clean?,chair,The furniture is a chair.,table
n578564,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n578564.png,What do both the window and the jar have in common?,material,"The material, both the window and the jar are glass.",they are glass
n578564,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n578564.png,Do the paper towels and the canisters have the same color?,yes,"Yes, both the paper towels and the canisters are white.",no
n541482,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n541482.png,Is the kite green and large?,no,"No, the kite is large but purple.",no
n524855,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n524855.png,What length is the tail?,long,The tail is long.,a few feet
n469525,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n469525.png,What is the animal that is standing on the grass?,deer,The animal is a deer.,a giraffe
n204894,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n204894.png,What's the child doing?,talking,The child is talking.,talking on the phone
n200225,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n200225.png,Are there both peppers and tomatoes in this scene?,no,"No, there is a pepper but no tomatoes.",yes
n19152,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n19152.png,What is the name of this vehicle?,bus,This is a bus.,crossville
n100552,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n100552.png,Which color is the container made of metal?,white,The container is white.,black
n219840,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n219840.png,Are these animals of the same species?,no,"No, there are both horses and deer.",no
n299528,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n299528.png,Is the brown fence behind the leafy bush?,yes,"Yes, the fence is behind the shrub.",no
n126891,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n126891.png,Which kind of clothing is short sleeved?,jersey,The clothing is a jersey.,a baseball shirt
n281241,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n281241.png,Is the blue chair on the left side?,no,"No, the chair is on the right of the image.",no
n55058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n55058.png,Which kind of meat is small?,burger,The meat is a burger.,brisket
n413319,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n413319.png,Is he female and Caucasian?,no,"No, the player is Caucasian but male.",no
n55058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n55058.png,Which kind of meat is it?,burger,The meat is a burger.,brisket
n55058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n55058.png,How is that meat called?,burger,This is a burger.,brisket
n55058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n55058.png,Is there any sofa inside the restaurant?,no,"No, there is a table inside the restaurant.",no
n126891,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n126891.png,What kind of clothing is green?,jersey,The clothing is a jersey.,a baseball uniform
n126891,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n126891.png,Which kind of clothing is green?,jersey,The clothing is a jersey.,a baseball uniform
n55058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n55058.png,What's located on top of the plate?,mug,The mug is on top of the plate.,a burger
n55058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n55058.png,What is located on top of the plate?,mug,The mug is on top of the plate.,a burger
n55058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n55058.png,Is the onion on top of the cooking utensil that is on top of the table?,yes,"Yes, the onion is on top of the cutting board.",no
n355567,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n355567.png,Does the lady near the tennis ball appear to be antique?,no,"No, the lady is modern.",no
n49438,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n49438.png,How big is the curtain?,small,The curtain is small.,it is small
n54180,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n54180.png,Is the color of the toilet paper different than the wall?,yes,"Yes, the wall is green and the toilet paper is white.",yes
n69237,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n69237.png,Is there a door in this photo?,no,"No, there are no doors.",no
n556604,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n556604.png,Is the woman to the right of the camera standing in front of a sofa?,no,"No, the woman is standing in front of the table.",no
n44249,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n44249.png,Is the fence on the left side?,no,"No, the fence is on the right of the image.",no
n181210,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n181210.png,Is the bread on the left side?,no,"No, the bread is on the right of the image.",yes
n315887,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n315887.png,What is the keyboard made of?,plastic,The keyboard is made of plastic.,plastic
n315887,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n315887.png,What is the device on top of the desk that is made of wood?,keyboard,The device is a keyboard.,a computer
n65866,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n65866.png,Do you see either faucets or cabinets that are modern?,yes,"Yes, the cabinet is modern.",no
n181210,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n181210.png,Which kind of food isn't soft?,orange,The food is an orange.,chicken
n498712,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n498712.png,What is the door opening?,office,The door is opening the office.,the door opening is a door
n283587,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n283587.png,Is there either a blue bed or sofa?,no,"No, there is a sofa but it is beige.",no
n244826,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n244826.png,Who is wearing a shoe?,soccer player,The soccer player is wearing a shoe.,a girl
n352479,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n352479.png,Is the person that is not male wearing a glove?,yes,"Yes, the snowboarder is wearing a glove.",no
n496803,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n496803.png,What color is the skirt?,black,The skirt is black.,white
n324908,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n324908.png,Is the dry pasture grassy and tall?,no,"No, the pasture is grassy but short.",no
n530733,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n530733.png,Is the mirror above a sink?,no,"No, the mirror is above the counter.",yes
n293477,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n293477.png,What do you think is lying next to the wallet that is not large?,hair clip,The hair clip is lying next to the wallet.,a cell phone
n433532,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n433532.png,What appliance is to the left of the lady?,stove,The appliance is a stove.,a stove
n234683,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n234683.png,Is he wearing a necktie?,yes,"Yes, the man is wearing a necktie.",yes
n259949,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n259949.png,Where is the skater?,parking lot,The skater is in the parking lot.,in the parking lot
n536256,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n536256.png,Are there large televisions or printers?,no,"No, there is a television but it is small.",no
n259949,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n259949.png,Where is that skater?,parking lot,The skater is in the parking lot.,in the parking lot
n206785,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n206785.png,Do the tie and the dress shirt have the same color?,yes,"Yes, both the tie and the dress shirt are white.",yes
n536256,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n536256.png,Is the TV on top of the TV stand small or large?,small,The television is small.,large
n560243,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n560243.png,What color is the shirt?,white,The shirt is white.,white
n23762,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n23762.png,Is the table wooden and wide?,yes,"Yes, the table is wooden and wide.",no
n222915,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n222915.png,What is that glass made of?,glass,The glass is made of glass.,plastic
n222915,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n222915.png,What is the glass made of?,glass,The glass is made of glass.,plastic
n119944,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n119944.png,"How does the man look, skinny or fat?",skinny,The man is skinny.,skinny
n162586,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n162586.png,Does the wide bed look soft and purple?,yes,"Yes, the bed is soft and purple.",yes
n398257,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n398257.png,What type of furniture is under the desk that is under the keyboard?,chair,The piece of furniture is a chair.,a chair
n496803,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n496803.png,What length is the skirt the athlete is wearing?,short,The skirt is short.,a short skirt
n28996,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n28996.png,Does the spoon have small size?,yes,"Yes, the spoon is small.",no
n192021,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n192021.png,Is the picture that is to the left of the curtain white and rectangular?,no,"No, the picture is rectangular but blue.",no
n143672,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n143672.png,Who wears a cap?,skier,The skier wears a cap.,a man
n143672,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n143672.png,Who wears the cap?,skier,The skier wears a cap.,a man
n124651,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n124651.png,Is there a bus to the right of the bicycle?,no,"No, the bus is to the left of the bicycle.",no
n398257,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n398257.png,What is under the desk?,chair,The chair is under the desk.,a plant
n143672,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n143672.png,Does the skier that is not female wear a glove?,no,"No, the skier wears a cap.",no
n299528,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n299528.png,How tall is the house to the right of the skater?,short,The house is short.,it is tall
n187961,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n187961.png,Does the goat have white color?,no,"No, the goat is black.",no
n140421,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n140421.png,What is the appliance that the countertop is behind?,refrigerator,The appliance is a refrigerator.,a refrigerator
n140421,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n140421.png,Is the countertop below a cupboard?,yes,"Yes, the countertop is below a cupboard.",no
n541688,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n541688.png,What do both the picture and the wall have in common?,color,"The color, both the picture and the wall are blue.",they are both of teeth
n214497,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n214497.png,Which kind of vehicle is heavy?,cars,The vehicle is cars.,a truck
